id,matricule,Genre,Age,Pays de naissance,Ville de naissance,Etablissement,département,unité organisationnelle,poste,classification,Code-Qualification,expérience en année,Code-Niveau d'expérience,Code-Type de contrat,Type de temps contractuel,Heures de présence / jour,Heures de présence / semaine,Heures de présence / mois,Type travail,Etat de la mobilité,NbAbsencesTotaleParEmployé,taux_absenteisme,Droits Congés Payés,note globale,Rubrique,Montant de l'augmentation,Taux d'augmentation,Motif d'augmentation,Montant du salaire,Situation,salaire_estime,augmentation_estimee_de_salaire
16,002DATA042,Féminin,26,Maroc,CASABLANCA,MA-Cns,Production,SFR FCC SOLUTION ANC FTTH,Conseiller Commercial,Employés,E2,7,C03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,154,0.0814814814814814,"1,5 jours par mois",88,SBM,250.0,5.556,Campagne Augmentat,4750.0,Actif,4557.345248002861,-192.6547519971391
2219,355DATA077,Masculin,36,Rép centrafricaine,CAF,MA-Cns,Production,SFR ANTICHURN AGD 2,Chargé De Clientèle,Employés,E2,1,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,30,0.1111111111111111,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,3845.0,Actif,3889.231110010561,44.231110010561224
627,100DATA071,Masculin,35,Sénégal,SEN,MA-Cns,Production,ENGIE 360,Chargé De Clientèle,Employés,E2,2,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,66,0.1222222222222222,"1,5 jours par mois",-99,SBM,180.0,4.681,Campagne Augmentat,4025.0,Actif,4080.1081533759093,55.108153375909296
5486,913DATA066,Masculin,41,Maroc,MAR,MA-Cns,Hors production,POLE PILOTAGE,Rptr Groupe,Cadre,C2,3,J01,DI,temps plein,7.91,39.57,208.0,Sur site,Locale,63,0.0673076923076923,2 jours par mois,-99,SBM,2586.69,10.0,Campagne Augmentat,28453.61,Actif,31664.811827207086,3211.2018272070854
1668,259DATA077,Féminin,28,Congo,COG,MA-Cns,Production,SFR RET HO AGD 1,Chargé De Clientèle,Employés,E2,1,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,61,0.2259259259259259,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,3845.0,Actif,3889.231110010561,44.231110010561224
318,049DATA058,Féminin,32,Sénégal,SEN,MA-Cns,Production,SFR BO RESILIATION,Conseiller Commercial,Employés,E2,5,C03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,199,0.1474074074074074,"1,5 jours par mois",90,SBM,250.0,5.556,Campagne Augmentat,4750.0,Actif,4496.158673579835,-253.8413264201654
2368,384DATA042,Masculin,36,Maroc,CASABLANCA,MA-InTown,Hors production,E-VOLUCIONA,Speech Analyst,Cadres Assimilés,A3,7,J01,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,122,0.0645502645502645,"1,5 jours par mois",38,SBM,3302.16,59.117,Titularisation,8888.0,Actif,9263.065198788203,375.0651987882029
3165,531DATA077,Féminin,24,Maroc,MAR,MA-Cns,Production,SFR ANTICHURN AGD 2,Chargé De Clientèle,Employés,E2,1,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,14,0.0518518518518518,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,3845.0,Actif,3889.231110010561,44.231110010561224
4136,709DATA077,Masculin,32,Rép centrafricaine,CAF,MA-Cns,Production,SFR ANTICHURN AGD 2,Chargé De Clientèle,Employés,E2,1,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,22,0.0814814814814814,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,3845.0,Actif,3845.000000000001,9.094947017729282e-13
3401,575DATA044,Masculin,32,Congo,COG,MA-HASSANE2,Production,SFR RET AF OFFSHORE,Conseiller Commercial,Employés,E2,6,C01,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,186,0.1148148148148148,"1,5 jours par mois",94,SBM,230.75,5.59,Campagne Augmentat,4358.92,Actif,4365.648485815885,6.728485815884596
3186,537DATA038,Féminin,39,Maroc,FKIH BEN SALAH,MA-Cns,Production,SFR BOT FTTH,Conseilleur Technique,Employés,E2,8,S01,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,192,0.0888888888888888,"1,5 jours par mois",106,SBM,250.0,5.263,Campagne Augmentat,5000.0,Actif,4801.631053694909,-198.3689463050914
4469,761DATA059,Féminin,39,Maroc,MAR,MA-Cns,Production,SFR N1 ANC FTTX,Conseiller Commercial,Employés,E2,5,J03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,109,0.0807407407407407,"1,5 jours par mois",74,SBM,180.0,4.681,Campagne Augmentat,4025.0,Actif,4195.155613351206,170.15561335120583
1329,209DATA060,Féminin,36,Maroc,MAR,MA-TAC,Production,SFR ANTICHURN TACH,Chargé De Clientèle,Employés,E2,5,C03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,102,0.0755555555555555,"1,5 jours par mois",-99,SBM,131.1,2.838,Campagne Augmentat,4750.0,Actif,4653.552275286154,-96.44772471384567
3784,647DATAE22,Masculin,41,Maroc,MAR,MA-Cns,Support production,GP KASBA 1,Expert Process,Cadres Assimilés,A2,10,J01,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,176,0.0651851851851851,"1,5 jours par mois",84,SBM,825.0,11.828,Titularisation,7800.0,Actif,9585.21450109169,1785.2145010916902
3180,536DATA062,Masculin,51,Maroc,MAR,MA-HASSANE2,Production,SFR RET AF OFFSHORE,Conseiller Commercial,Employés,E2,4,C02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,50,0.0462962962962962,"1,5 jours par mois",-99,SBM,259.98,5.964,Campagne Augmentat,4618.9,Actif,4621.104907628509,2.204907628509318
812,137DATA069,Masculin,30,Sénégal,SEN,MA-TAC,Production,SFR CSF RETENTION TACHFIN,Chargé De Clientèle,Employés,E2,3,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,35,0.0432098765432098,"1,5 jours par mois",-99,SBM,184.41,4.676,Campagne Augmentat,4128.41,Actif,4158.477506820564,30.06750682056372
5191,868DATA064,Masculin,27,Maroc,MAR,MA-Cns,Production,RED TECH EXPERTISE FTTH M,Conseiller Digital,Employés,E2,4,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,71,0.0657407407407407,"1,5 jours par mois",-99,SBM,162.0,4.681,Campagne Augmentat,3622.5,Actif,3622.500000000002,1.8189894035458565e-12
1522,237DATA038,Masculin,38,Maroc,MAR,MA-Cns,Production,SFR FCC SOLUTION ANC FTTH,Responsable D'Équipe,Cadres Assimilés,A2,8,S02,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,121,0.0560185185185185,"1,5 jours par mois",-99,SBM,800.0,7.767,Campagne Augmentat,11100.0,Actif,7823.489554003177,-3276.5104459968234
910,152DATA064,Masculin,37,Maroc,MAR,MA-Cns,Production,DARTY BRUN BLANC,Conseilleur Technique,Employés,E2,2,C01,DI,temps plein,7.95,39.75,180.0,Sur site,Locale,30,0.0555555555555555,"1,5 jours par mois",-99,SBM,225.0,5.59,Non défini,4250.0,Actif,4042.432452755952,-207.567547244048
5451,907DATA058,Féminin,36,Maroc,MAR,MA-Cns,Production,SFR RED RETENTION,Chargé De Clientèle,Employés,E2,5,C01,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,111,0.0822222222222222,"1,5 jours par mois",88,SBM,202.5,5.59,Campagne Augmentat,3825.0,Actif,4174.664817129933,349.664817129933
1334,210DATA069,Masculin,28,Maroc,MAR,MA-Cns,Production,FRONT TECH FTTH PRE JAD,Conseilleur Technique,Employés,E2,3,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,37,0.045679012345679,"1,5 jours par mois",-99,SBM,162.0,4.681,Campagne Augmentat,3622.5,Actif,3622.500000000002,1.8189894035458565e-12
4237,724DATA077,Féminin,24,Maroc,MAR,MA-Cns,Production,RED TLV AS AGDAL 1,Chargé De Clientèle,Employés,E2,1,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,15,0.0555555555555555,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,3845.0,Actif,3845.000000000001,9.094947017729282e-13
1913,302DATA072,Féminin,29,Maroc,CASABLANCA,MA-Cns,Hors production,CORPORATE L&D DEPARTMENT,Chef De Projet,Cadre,C1,2,J01,DI,temps plein,7.11,35.59,208.0,Sur site,Locale,76,0.1217948717948717,2 jours par mois,-99,SBM,0.0,0.0,Non défini,15766.0,Actif,17664.354360923444,1898.354360923444
2064,327DATA077,Féminin,24,Maroc,MAR,MA-Cns,Production,SFR RET HO AGD 1,Chargé De Clientèle,Employés,E2,1,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,42,0.1555555555555555,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,3845.0,Sortie,3889.231110010561,44.231110010561224
5390,897DATAM00,Féminin,31,Maroc,CASABLANCA,MA-Cns,Production,SFR RET A CHAUD MKN,Chargé De Clientèle,Employés,E2,8,C02,DI,temps plein,0.0,39.57,192.0,Sur site,Locale,234,0.1015625,"1,5 jours par mois",79,SBM,225.0,5.882,Campagne Augmentat,4050.0,Actif,3801.4143622352944,-248.58563776470555
1287,204DATA043,Féminin,33,Maroc,MAR,MA-Cns,Production,SFR SST ADSL RABAT 1,Conseilleur Technique,Employés,E2,6,C03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,419,0.2586419753086419,"1,5 jours par mois",100,SBM,250.0,5.556,Non défini,4750.0,Actif,4990.91452080785,240.91452080784984
1366,215DATA071,Masculin,23,Maroc,MAR,MA-Cns,Production,SFR BOT FTTH,Chargé De Clientèle,Employés,E2,1,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,1,0.0037037037037037,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,3845.0,Actif,3828.3931377387944,-16.606862261205606
73,014DATA077,Féminin,38,Maroc,MAR,MA-Cns,Production,RED TLV AS AGDAL 1,Chargé De Clientèle,Employés,E2,1,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,52,0.1925925925925926,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,3845.0,Actif,3869.514616145537,24.51461614553682
4614,784DATA067,Masculin,38,Sénégal,SEN,MA-TAC,Production,SFR CSF RETENTION TACHFIN,Chargé De Clientèle,Employés,E2,3,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,54,0.0666666666666666,"1,5 jours par mois",-99,SBM,184.41,4.676,Campagne Augmentat,4128.41,Actif,4158.477506820564,30.06750682056372
1083,176DATA061,Féminin,25,Maroc,MAR,MA-Cns,Production,RED TECH EXPERTISE FTTH M,Conseiller Digital,Employés,E2,5,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,125,0.0925925925925925,"1,5 jours par mois",-99,SBM,162.0,4.681,Campagne Augmentat,3622.5,Actif,3622.500000000002,1.8189894035458565e-12
2313,373DATA063,Féminin,39,Maroc,MAR,MA-Cns,Production,SFR STIT OFFSHORE AE TACH,Conseiller Commercial,Employés,E2,4,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,120,0.1111111111111111,"1,5 jours par mois",-99,SBM,235.0,6.51,Campagne Augmentat,3845.0,Actif,4273.616474024302,428.6164740243021
4481,762DATA072,Masculin,29,Cameroun,CMR,MA-Cns,Hors production,DEP RH RABAT,Chargé Rh,Employés,E3,1,S01,DI,temps plein,7.91,39.57,208.0,Sur site,Locale,19,0.0608974358974358,"1,5 jours par mois",-99,SBM,0.0,0.0,Historique,6911.77,Actif,5966.314513628096,-945.455486371904
5142,860DATA077,Masculin,38,Maroc,MAR,MA-Cns,Production,SFR RET HO AGD 1,Chargé De Clientèle,Employés,E2,1,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,5,0.0185185185185185,"1,5 jours par mois",-99,SBM,180.0,4.681,Non défini,4025.0,Actif,3979.2252262483134,-45.77477375168655
1151,184DATA070,Féminin,24,Maroc,MAR,MA-Cns,Production,FRONT TECH FTTH AE EL JAD,Conseilleur Technique,Employés,E2,2,J02,AN,temps plein,7.91,39.57,180.0,Sur site,Locale,53,0.0981481481481481,"1,5 jours par mois",-99,SBM,165.48,5.022,Campagne Augmentat,3460.5,Actif,3589.049823134345,128.54982313434493
4522,770DATA043,Masculin,38,Rép centrafricaine,CAF,MA-Cns,Production,SFR N1 ANC FTTX,Conseilleur Technique,Employés,E2,6,C01,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,142,0.0876543209876543,"1,5 jours par mois",90,SBM,225.0,5.59,Campagne Augmentat,4250.0,Actif,4372.858507862658,122.85850786265837
1848,291DATA077,Féminin,50,Guinée,GIN,MA-Cns,Production,SFR RET HO AGD 1,Chargé De Clientèle,Employés,E2,1,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,37,0.137037037037037,"1,5 jours par mois",-99,SBM,180.0,4.681,Non défini,4025.0,Actif,3979.2252262483134,-45.77477375168655
1407,221DATA058,Féminin,28,Maroc,MAR,MA-Cns,Production,SFR RED RETENTION,Chargé De Clientèle,Employés,E2,3,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,233,0.2876543209876543,"1,5 jours par mois",27,SBM,211.5,6.51,Campagne Augmentat,3460.5,Actif,3563.1593833246784,102.6593833246784
5712,951DATA063,Féminin,31,Maroc,MAR,MA-Cns,Production,SANTIANE AE,Chargé De Clientèle,Employés,E2,4,C01,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,60,0.0555555555555555,"1,5 jours par mois",-99,SBM,405.0,10.533,Campagne Augmentat,4250.0,Actif,4311.1671018768075,61.167101876807465
1929,304DATAI01,Féminin,28,Maroc,MAR,MA-HASSANE2,Production,SFR RET A CHAUD RABAT,Conseiller Commercial,Employés,E2,2,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,45,0.0833333333333333,"1,5 jours par mois",-99,SBM,81.0,2.054,Non défini,4025.0,Actif,4076.377179020852,51.377179020852054
829,139DATA068,Masculin,31,Sénégal,SEN,MA-Cns,Production,TOTAL ENERGIE,Chargé De Clientèle,Employés,E2,3,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,22,0.0271604938271604,"1,5 jours par mois",-99,SBM,180.0,4.681,Campagne Augmentat,4025.0,Actif,4106.065818836278,81.06581883627769
5649,941DATA076,Masculin,23,Maroc,MAR,MA-Cns,Production,SFR ANTICHURN AGD 2,Chargé De Clientèle,Employés,E2,1,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,11,0.0407407407407407,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,3845.0,Actif,3889.2311100105544,44.2311100105544
3083,516DATA041,Masculin,30,Maroc,MEKNES,MA-Cns,Production,SFR RED TLV AS MEKNES,Responsable D'Équipe,Cadres Assimilés,A2,7,J01,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,106,0.056084656084656,"1,5 jours par mois",70,SBM,2115.0,55.294,Titularisation,5940.0,Actif,6316.011316421198,376.011316421198
4504,766DATA030,Masculin,40,Maroc,CASABLANCA,MA-Cns,Production,AMENDIS,Chargé De Clientèle,Employés,E1,11,S02,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,317,0.1067340067340067,"1,5 jours par mois",107,SBM,243.0,7.714,Campagne Augmentat,3393.0,Actif,3713.9608000688986,320.9608000688986
2270,365DATA042,Féminin,33,Sénégal,SEN,MA-TAC,Production,SFR ANTICHURN TACH,Chargé De Clientèle,Employés,E2,7,C02,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,112,0.0592592592592592,"1,5 jours par mois",87,SBM,260.21,5.97,Campagne Augmentat,4618.9,Actif,4645.7433836412,26.84338364120049
4374,745DATAE21,Masculin,38,Maroc,MAR,MA-Cns,Production,SFR AS ANC FTTX Cns,Responsable D'Équipe,Cadres Assimilés,A2,16,C03,DI,temps plein,0.0,42.0,180.0,Sur site,Locale,198,0.0458333333333333,"1,5 jours par mois",99,SBM,500.0,5.618,Campagne Augmentat,9400.0,Actif,9486.82298415318,86.82298415317928
5548,923DATA039,Masculin,50,Maroc,MAR,MA-HASSANE2,Production,SFR PS BOUTIQUE,Responsable D'Équipe,Cadres Assimilés,A2,7,C01,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,143,0.0756613756613756,"1,5 jours par mois",98,SBM,188.02,2.238,Mutation,8588.02,Actif,8567.77833602035,-20.241663979650184
249,039DATA068,Féminin,31,Sénégal,SEN,MA-Cns,Production,SFR FTT ADSL HASSANE,Conseilleur Technique,Employés,E2,3,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,73,0.0901234567901234,"1,5 jours par mois",-99,SBM,180.0,4.681,Campagne Augmentat,4025.0,Actif,4252.59286797856,227.5928679785602
3843,656DATA077,Masculin,31,Maroc,MAR,MA-Cns,Production,SFR ANTICHURN AGD 2,Chargé De Clientèle,Employés,E2,1,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,42,0.1555555555555555,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,3845.0,Actif,3889.231110010561,44.231110010561224
4115,707DATA030,Masculin,36,Maroc,MAR,MA-Cns,Production,SFR B2B TLV,Chargé De Clientèle,Employés,E2,11,C03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,511,0.172053872053872,"1,5 jours par mois",36,SBM,250.0,5.556,Campagne Augmentat,4750.0,Actif,4933.205504236615,183.20550423661462
3181,536DATA072,Féminin,27,Maroc,MAR,MA-Cns,Production,SFR BOT FTTH,Conseilleur Technique,Employés,E2,2,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,6,0.0111111111111111,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,3845.0,Actif,3933.970902052515,88.97090205251516
4196,718DATA064,Féminin,23,Maroc,MAR,MA-Cns,Production,DSO,Conseilleur Technique,Employés,E2,4,C01,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,38,0.0351851851851851,"1,5 jours par mois",-99,SBM,225.0,5.59,Campagne Augmentat,4250.0,Actif,4144.917432446711,-105.08256755328875
1264,200DATA046,Féminin,27,Maroc,MAR,MA-Cns,Production,SANTIANE AE,Chargé De Clientèle,Employés,E2,6,C03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,129,0.0796296296296296,"1,5 jours par mois",107,SBM,250.0,5.556,Campagne Augmentat,4750.0,Actif,4292.921182020254,-457.0788179797464
1798,284DATA058,Masculin,37,Sénégal,SEN,MA-Cns,Hors production,DEP REPORTING 1,Chargé De Reporting,Employés,E3,5,C01,DI,temps plein,0.0,39.57,208.0,Sur site,Locale,114,0.073076923076923,2 jours par mois,102,SBM,237.93,4.0,Campagne Augmentat,6186.18,Actif,6212.469947245225,26.28994724522454
5162,863DATA070,Féminin,31,Maroc,MAR,MA-Cns,Production,SFR N1 Tech FTTH AE OUJDA,Conseilleur Technique,Employés,E2,2,J01,DI,temps plein,7.91,39.57,180.0,Travail à distance,Locale,44,0.0814814814814814,"1,5 jours par mois",-99,SBM,133.2,4.759,Augmentation SMIG,2932.2,Actif,2955.94266520492,23.742665204920286
5921,989DATA072,Masculin,30,Maroc,MAR,MA-Cns,Production,SFR RED TLV AS MEKNES,Chargé De Clientèle,Employés,E2,1,J01,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,29,0.1074074074074074,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,3249.0,Actif,3406.368406079665,157.36840607966496
2315,373DATA065,Masculin,27,Maroc,MAR,MA-MKS,Production,SFR RET A CHAUD MKN,Chargé De Clientèle,Employés,E2,3,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,136,0.1679012345679012,"1,5 jours par mois",-99,SBM,165.97,4.675,Campagne Augmentat,3716.06,Actif,3650.4534003367585,-65.60659966324147
5911,987DATA068,Féminin,31,Sénégal,SEN,MA-TAC,Production,SFR ANTICHURN TACH,Chargé De Clientèle,Employés,E2,3,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,30,0.037037037037037,"1,5 jours par mois",-99,SBM,184.41,4.676,Campagne Augmentat,4128.41,Actif,4188.763944424556,60.353944424556175
3600,611DATA060,Masculin,54,Maroc,MAR,MA-Cns,Production,DARTY BRUN BLANC,Conseilleur Technique,Employés,E2,5,C02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,61,0.0451851851851851,"1,5 jours par mois",-99,SBM,250.0,5.882,Campagne Augmentat,4500.0,Actif,4496.524525870776,-3.475474129223585
381,060DATA041,Masculin,39,Maroc,CASABLANCA,MA-Cns,Production,EQUIPE HELPDESK,Conseilleur Technique,Employés,E2,5,C02,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,84,0.0622222222222222,"1,5 jours par mois",83,SBM,250.0,5.882,Campagne Augmentat,4500.0,Actif,4746.707798278477,246.70779827847673
5477,911DATA063,Masculin,26,Maroc,MAR,MA-MKS,Production,SFR RET A CHAUD MKN,Chargé De Clientèle,Employés,E2,4,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,194,0.1796296296296296,"1,5 jours par mois",-99,SBM,165.97,4.675,Campagne Augmentat,3716.06,Actif,3716.059999999998,-1.8189894035458565e-12
386,060DATAM01,Féminin,46,Maroc,MAR,MA-Cns,Support production,QM TL 13 MAROC,Contrôleur Qualité,Employés,E3,8,S03,DI,temps plein,0.0,39.57,208.0,Sur site,Locale,159,0.063701923076923,2 jours par mois,108,SBM,250.0,3.704,Campagne Augmentat,7500.0,Actif,6788.423391954418,-711.5766080455824
3219,544DATA070,Masculin,26,Maroc,MAR,MA-Cns,Production,SFR STIT OFFSHORE AE TACH,Chargé De Clientèle,Employés,E2,2,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,10,0.0185185185185185,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,3845.0,Actif,3889.2311100105544,44.2311100105544
5368,895DATA060,Féminin,32,Maroc,MAR,MA-Cns,Production,SFR RET A CHAUD MKN,Chargé De Clientèle,Employés,E2,5,C01,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,224,0.1659259259259259,"1,5 jours par mois",-99,SBM,202.5,5.59,Campagne Augmentat,3825.0,Actif,3846.0639671946387,21.063967194638735
3813,652DATA062,Féminin,28,Maroc,MAR,MA-Cns,Production,RED TECH EXPERTISE FTTH M,Conseiller Digital,Employés,E2,4,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,194,0.1796296296296296,"1,5 jours par mois",-99,SBM,162.0,4.681,Campagne Augmentat,3622.5,Actif,3581.3027233875546,-41.19727661244542
3101,519DATA044,Masculin,39,Cameroun,CMR,MA-Cns,Production,MEDIAMETRIE,Chargé De Clientèle,Employés,E2,6,C02,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,173,0.1067901234567901,"1,5 jours par mois",103,SBM,250.0,5.882,Campagne Augmentat,4500.0,Actif,4496.158673579835,-3.8413264201653874
1318,208DATA034,Féminin,37,Sénégal,SEN,MA-Cns,Production,SFR N1 ANC FTTX,Conseiller Commercial,Employés,E2,9,C03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,550,0.2263374485596707,"1,5 jours par mois",109,SBM,250.0,5.556,Non défini,4750.0,Actif,4716.880285229588,-33.11971477041243
1020,167DATA031,Féminin,35,Maroc,MAR,MA-Cns,Support production,DEP QUALITE INTOWN,Rqf Site,Cadre,C1,11,C01,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,219,0.0737373737373737,2 jours par mois,116,SBM,966.0,8.0,Campagne Augmentat,13041.0,Actif,12742.245742502835,-298.7542574971649
1526,237DATA072,Masculin,23,Maroc,MAR,MA-Cns,Production,SC ZARA France,Conseiller Commercial,Employés,E2,2,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,66,0.1222222222222222,"1,5 jours par mois",-99,SBM,235.0,6.51,Non défini,3845.0,Actif,3845.000000000001,9.094947017729282e-13
4878,821DATA067,Masculin,32,Sénégal,SEN,MA-ElJad,Production,SFR RET HO EL JADIDA,Conseiller Commercial,Employés,E2,3,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,28,0.0345679012345679,"1,5 jours par mois",-99,SBM,165.97,4.675,Campagne Augmentat,3716.06,Actif,3999.456518616341,283.3965186163409
4573,779DATA032,Masculin,32,Sénégal,SEN,MA-Cns,Production,ORANGE MA B2B CNS,Responsable D'Équipe,Cadres Assimilés,A1,10,S01,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,233,0.0862962962962963,"1,5 jours par mois",-99,SBM,2350.0,55.294,Promotion,6600.0,Actif,7581.66232474322,981.6623247432199
5348,893DATA042,Féminin,31,Sénégal,SEN,MA-InTownProd,Production,SFR BACK EXCLUSIVE DOSSIE,Conseiller Commercial,Employés,E2,7,S01,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,132,0.0698412698412698,"1,5 jours par mois",105,SBM,128.84,2.645,Campagne Augmentat,5000.0,Actif,4682.979414241428,-317.02058575857245
4585,780DATA077,Féminin,26,Maroc,MAR,MA-Cns,Production,SFR RET HO AGD 1,Chargé De Clientèle,Employés,E2,1,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,65,0.2407407407407407,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,3845.0,Actif,3845.000000000001,9.094947017729282e-13
1782,280DATAI01,Féminin,31,Sénégal,SEN,MA-HASSANE2,Production,SFR RET AF OFFSHORE,Conseiller Commercial,Employés,E2,2,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,90,0.1666666666666666,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,3944.0,Actif,4144.785048445617,200.78504844561667
2620,430DATA039,Masculin,42,Maroc,MAR,MA-Cns,Production,SFR FTT ADSL HASSANE,Responsable D'Équipe,Cadres Assimilés,A2,4,C02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,103,0.0953703703703703,"1,5 jours par mois",-99,SBM,271.0,3.141,Campagne Augmentat,8900.0,Actif,8763.487338451487,-136.51266154851328
464,075DATA042,Masculin,53,Maroc,MEKNES,MA-MKS,Production,FRONT RET 24H AE MEKNES,Chargé De Clientèle,Employés,E2,5,C01,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,88,0.0651851851851851,"1,5 jours par mois",-99,SBM,108.94,2.932,Non défini,3825.0,Actif,3852.1235647201206,27.123564720120612
113,021DATA064,Féminin,31,Maroc,MAR,MA-Cns,Hors production,GLOBAL DATA GOVERNANCE,Data Quality Analyst,Cadres Assimilés,A3,3,J01,DI,temps plein,7.91,39.57,208.0,Sur site,Locale,42,0.0448717948717948,"1,5 jours par mois",-99,SBM,194.96,3.0,Campagne Augmentat,6693.51,Actif,7655.040796939805,961.5307969398045
2513,414DATA045,Masculin,37,Côte d'Ivoire,CIV,MA-Cns,Production,SFR ATIF PRODUCTION,Chargé De Clientèle,Employés,E2,6,J03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,216,0.1333333333333333,"1,5 jours par mois",90,SBM,180.0,4.681,Non défini,4025.0,Actif,4291.559070486087,266.55907048608697
799,135DATA061,Féminin,31,Maroc,MAR,MA-Cns,Production,SFR FTT ADSL HASSANE,Conseilleur Technique,Employés,E2,5,C03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,76,0.0562962962962962,"1,5 jours par mois",-99,SBM,250.0,5.556,Campagne Augmentat,4750.0,Actif,4372.858507862658,-377.14149213734163
274,042DATA069,Féminin,24,Maroc,MAR,MA-HASSANE2,Production,SFR PS BOUTIQUE,Conseiller Commercial,Employés,E2,3,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,65,0.0802469135802469,"1,5 jours par mois",-99,SBM,81.0,2.054,Campagne Augmentat,4025.0,Actif,4132.124777681101,107.12477768110057
